company_name,region_name,map_country,coverage_status,note,unknown_type
Transfermarkt,CAF / Continental Africa,Guinea,partial,,
Transfermarkt,CAF / Continental Africa,Benin,partial,,
Transfermarkt,CAF / Continental Africa,Togo,partial,,
Transfermarkt,CAF / Continental Africa,Sierra Leone,partial,,
Transfermarkt,CAF / Continental Africa,Liberia,partial,,
Transfermarkt,CAF / Continental Africa,Gabon,partial,,
Transfermarkt,CAF / Continental Africa,Congo,partial,,
Transfermarkt,CAF / Continental Africa,Namibia,partial,,
Transfermarkt,CAF / Continental Africa,Botswana,partial,,
Transfermarkt,CAF / Continental Africa,Malawi,partial,,
Transfermarkt,CAF / Continental Africa,Madagascar,partial,,
Transfermarkt,CAF / Continental Africa,Sudan,partial,,
Transfermarkt,CAF / Continental Africa,Libya,partial,,
Transfermarkt,CAF / Continental Africa,Mauritania,partial,,
Transfermarkt,CAF / Continental Africa,Niger,partial,,
Transfermarkt,CAF / Continental Africa,Chad,partial,,
Transfermarkt,CAF / Continental Africa,Central African Republic,partial,,
Transfermarkt,CAF / Continental Africa,Eritrea,partial,,
Transfermarkt,CAF / Continental Africa,Djibouti,partial,,
Transfermarkt,CAF / Continental Africa,Somalia,partial,,
Transfermarkt,CAF / Continental Africa,Burundi,partial,,
Transfermarkt,CAF / Continental Africa,Eswatini,partial,,
Transfermarkt,CAF / Continental Africa,Lesotho,partial,,
Transfermarkt,CAF / Continental Africa,Gambia,partial,,
Transfermarkt,CAF / Continental Africa,Guinea-Bissau,partial,,
Transfermarkt,CAF / Continental Africa,Cape Verde,partial,,
Transfermarkt,CAF / Continental Africa,Equatorial Guinea,partial,,
Transfermarkt,CAF / Continental Africa,Comoros,partial,,
Transfermarkt,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Morocco,partial,,
Transfermarkt,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Algeria,partial,,
Transfermarkt,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Tunisia,partial,,
Transfermarkt,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Egypt,partial,,
Transfermarkt,South America,Brazil,full,,
Transfermarkt,South America,Argentina,full,,
Transfermarkt,South America,Uruguay,full,,
Transfermarkt,South America,Chile,full,,
Transfermarkt,South America,Colombia,full,,
Transfermarkt,South America,Peru,full,,
Transfermarkt,South America,Ecuador,full,,
Transfermarkt,South America,Paraguay,full,,
Transfermarkt,South America,Bolivia,full,,
Transfermarkt,South America,Venezuela,full,,
Wyscout,Europe (major leagues),England,unknown,,
Wyscout,Europe (major leagues),Spain,unknown,,
Wyscout,Europe (major leagues),Germany,unknown,,
Wyscout,Europe (major leagues),France,unknown,,
Wyscout,Europe (major leagues),Italy,unknown,,
Wyscout,Europe (major leagues),Netherlands,unknown,,
Wyscout,Europe (major leagues),Portugal,unknown,,
Wyscout,Europe (major leagues),Belgium,unknown,,
Wyscout,Europe (major leagues),Turkey,unknown,,
Wyscout,Europe (major leagues),Poland,unknown,,
Wyscout,Europe (major leagues),Scotland,unknown,,
Wyscout,Europe (major leagues),Austria,unknown,,
Wyscout,Europe (major leagues),Switzerland,unknown,,
Wyscout,Europe (major leagues),Denmark,unknown,,
Wyscout,Europe (major leagues),Sweden,unknown,,
Wyscout,Europe (major leagues),Norway,unknown,,
Wyscout,Europe (major leagues),Greece,unknown,,
Wyscout,Europe (major leagues),Ukraine,unknown,,
Wyscout,Europe (major leagues),Russia,unknown,,
Wyscout,Europe (major leagues),Czech Republic,unknown,,
Wyscout,Europe (major leagues),Croatia,unknown,,
Wyscout,Europe (major leagues),Serbia,unknown,,
Wyscout,Europe (major leagues),Romania,unknown,,
Wyscout,Europe (major leagues),Hungary,unknown,,
Wyscout,Europe (major leagues),Ireland,unknown,,
Wyscout,Europe (major leagues),Wales,unknown,,
Wyscout,Europe (major leagues),Finland,unknown,,
Wyscout,Europe (major leagues),Iceland,unknown,,
Wyscout,Europe (major leagues),Slovakia,unknown,,
Wyscout,Europe (major leagues),Slovenia,unknown,,
Wyscout,Europe (major leagues),Bulgaria,unknown,,
Wyscout,Europe (major leagues),Bosnia and Herzegovina,unknown,,
Wyscout,Europe (major leagues),Cyprus,unknown,,
Wyscout,Europe (major leagues),Israel,unknown,,
Wyscout,Europe (major leagues),Georgia,unknown,,
Wyscout,Europe (major leagues),Azerbaijan,unknown,,
Wyscout,Europe (major leagues),Kazakhstan,unknown,,
Wyscout,Europe (major leagues),Albania,unknown,,
Wyscout,Europe (major leagues),Montenegro,unknown,,
Wyscout,North America,United States,unknown,,
Wyscout,North America,Canada,unknown,,
Wyscout,North America,Mexico,unknown,,
Wyscout,Asia-Pacific,Japan,unknown,,
Wyscout,Asia-Pacific,South Korea,unknown,,
Wyscout,Asia-Pacific,China,unknown,,
Wyscout,Asia-Pacific,Australia,unknown,,
Wyscout,Asia-Pacific,India,unknown,,
Wyscout,Asia-Pacific,Thailand,unknown,,
Wyscout,Asia-Pacific,Vietnam,unknown,,
Wyscout,Asia-Pacific,Indonesia,unknown,,
Wyscout,Asia-Pacific,Malaysia,unknown,,
Wyscout,Asia-Pacific,Philippines,unknown,,
Wyscout,Asia-Pacific,Singapore,unknown,,
Wyscout,Asia-Pacific,Saudi Arabia,unknown,,
Wyscout,Asia-Pacific,Qatar,unknown,,
Wyscout,Asia-Pacific,United Arab Emirates,unknown,,
Wyscout,Asia-Pacific,Iran,unknown,,
Wyscout,Asia-Pacific,Iraq,unknown,,
Wyscout,Asia-Pacific,New Zealand,unknown,,
Wyscout,CAF / Continental Africa,South Africa,unknown,,
Wyscout,CAF / Continental Africa,Nigeria,unknown,,
Wyscout,CAF / Continental Africa,Ghana,unknown,,
Wyscout,CAF / Continental Africa,Ivory Coast,unknown,,
Wyscout,CAF / Continental Africa,Senegal,unknown,,
Wyscout,CAF / Continental Africa,Cameroon,unknown,,
Wyscout,CAF / Continental Africa,Kenya,unknown,,
Wyscout,CAF / Continental Africa,Tanzania,unknown,,
Wyscout,CAF / Continental Africa,Zambia,unknown,,
Wyscout,CAF / Continental Africa,Mali,unknown,,
Wyscout,CAF / Continental Africa,Ethiopia,unknown,,
Wyscout,CAF / Continental Africa,Uganda,unknown,,
Wyscout,CAF / Continental Africa,Zimbabwe,unknown,,
Wyscout,CAF / Continental Africa,Angola,unknown,,
Wyscout,CAF / Continental Africa,Mozambique,unknown,,
Wyscout,CAF / Continental Africa,DR Congo,unknown,,
Wyscout,CAF / Continental Africa,Rwanda,unknown,,
Wyscout,CAF / Continental Africa,Burkina Faso,unknown,,
Wyscout,CAF / Continental Africa,Guinea,unknown,,
Wyscout,CAF / Continental Africa,Benin,unknown,,
Wyscout,CAF / Continental Africa,Togo,unknown,,
Wyscout,CAF / Continental Africa,Sierra Leone,unknown,,
Wyscout,CAF / Continental Africa,Liberia,unknown,,
Wyscout,CAF / Continental Africa,Gabon,unknown,,
Wyscout,CAF / Continental Africa,Congo,unknown,,
Wyscout,CAF / Continental Africa,Namibia,unknown,,
Wyscout,CAF / Continental Africa,Botswana,unknown,,
Wyscout,CAF / Continental Africa,Malawi,unknown,,
Wyscout,CAF / Continental Africa,Madagascar,unknown,,
Wyscout,CAF / Continental Africa,Sudan,unknown,,
Wyscout,CAF / Continental Africa,Libya,unknown,,
Wyscout,CAF / Continental Africa,Mauritania,unknown,,
Wyscout,CAF / Continental Africa,Niger,unknown,,
Wyscout,CAF / Continental Africa,Chad,unknown,,
Wyscout,CAF / Continental Africa,Central African Republic,unknown,,
Wyscout,CAF / Continental Africa,Eritrea,unknown,,
Wyscout,CAF / Continental Africa,Djibouti,unknown,,
Wyscout,CAF / Continental Africa,Somalia,unknown,,
Wyscout,CAF / Continental Africa,Burundi,unknown,,
Wyscout,CAF / Continental Africa,Eswatini,unknown,,
Wyscout,CAF / Continental Africa,Lesotho,unknown,,
Wyscout,CAF / Continental Africa,Gambia,unknown,,
Wyscout,CAF / Continental Africa,Guinea-Bissau,unknown,,
Wyscout,CAF / Continental Africa,Cape Verde,unknown,,
Wyscout,CAF / Continental Africa,Equatorial Guinea,unknown,,
Wyscout,CAF / Continental Africa,Comoros,unknown,,
Wyscout,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Morocco,unknown,,
Wyscout,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Algeria,unknown,,
Wyscout,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Tunisia,unknown,,
Wyscout,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Egypt,unknown,,
Wyscout,South America,Brazil,unknown,,
Wyscout,South America,Argentina,unknown,,
Wyscout,South America,Uruguay,unknown,,
Wyscout,South America,Chile,unknown,,
Wyscout,South America,Colombia,unknown,,
Wyscout,South America,Peru,unknown,,
Wyscout,South America,Ecuador,unknown,,
Wyscout,South America,Paraguay,unknown,,
Wyscout,South America,Bolivia,unknown,,
Wyscout,South America,Venezuela,unknown,,
Catapult,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Western Sahara,none,,
Genius Sports,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Western Sahara,none,,
Hudl,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Western Sahara,partial,"Confirmed Hudl partnership with the Fédération Royale Marocaine de Football (FRMF, announced April 2022): Hudl Sportscode + Wyscout training/licensing for FRMF and Botola Pro performance analysts. This is federation-level tool/training access, not an official league-wide statistics-provider deal of the kind Opta or Stats Perform hold elsewhere -- recorded as partial, not full, to keep that distinction honest.",
SkillCorner,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Western Sahara,none,,
Sportradar,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Western Sahara,none,,
Stats Perform (Opta),"North Africa (Morocco, Algeria, Tunisia, Egypt)",Western Sahara,none,,
StatsBomb,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Western Sahara,unknown,,
Transfermarkt,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Western Sahara,partial,,
Wyscout,"North Africa (Morocco, Algeria, Tunisia, Egypt)",Western Sahara,unknown,,
